hour,small_part,med_part,sulf_diox,nitr_diox,trioxygen,temp,pres,rain,wind,wind_sp,day,month,year,carb_monox
13,139,152,38,34,226,31.7,994.9,0,SSE,3.2,1,Jul,2015,1400
12,9,15,8,11,47.7666,6,1017.4,0,N,3.3,9,Dec,2014,1222.923
0,17,17,2,18,93,18.6,1006.8,3.2,ESE,2.7,5,Sep,2016,900
23,60,77,2,48,60,14.4,1008.2,0,NNW,1.6,29,Sep,2017,600
4,325,370,69,83,3,-3.66666666666667,1014,0,NW,1.2,28,Jan,2018,4400
12,33,71,21.1344,57.6893,106.6716,35,995.6,0,WSW,1,9,Aug,2014,1222.923
19,,155,15,59,57,15.8,1012.3,0,SW,1.5,16,Oct,2015,600
22,88,117,3,70,10,17.2,1005.4,0,NNW,0.7,28,Sep,2015,1600
7,13,51,17,46,16,25.4,992.6,0,WNW,3.4,29,Aug,2014,500
16,42,76,7,36,91,20.1,1006.3,0,SE,1.9,14,Oct,2015,500
0,24,46,7,35,46,-4.8,1029.3,0,NNW,0.8,24,Feb,2017,800
3,68,92,8,79,2,6.2,1012.7,0,NE,1.4,5,May,2015,700
11,98,108,49,61,16,0.1,1022.7,0,WSW,1.2,2,Feb,2018,2500
17,40,32,20,51,17,4,1022.4,0,NNW,2.2,7,Jan,2015,700
18,240,320,25,165,9,1.4,1021,0,E,0.9,12,Dec,2016,4700
8,8,19,10,20,34.4862,4.8,1019.4,0,N,2.8,18,Nov,2014,400
11,586,634,15,173,13,-3.6,1015.4,0,ESE,1.2,25,Dec,2016,1222.923
11,8,8,4,15,92,33.3,996,0,NNW,2,11,Aug,2015,300
18,139,149,33,37,150,22.6,1008,0,SSW,1.3,24,Apr,2015,800
3,33,109,17,80,16,15.9,1009.5,0,NE,0.7,15,May,2014,300
17,18,18,2,36,234,32.9,1001,0,ESE,1.5,14,Aug,2017,400
21,48,48,41,50,24,1,1018,0,ENE,1.2,21,Jan,2016,1100
11,115,117,23,18,161,27.9,997.2,0,ESE,1.4,22,Jun,2016,1300
6,3,6,4,26,30,0.8,1015,0,WSW,0.6,6,Apr,2014,400
21,59,59,6,41,78,18.8,1002.3,0,S,1.1,5,May,2017,800
21,141,192,2,57,112,25.2,1003.4,0,SW,1,6,Sep,2015,900
2,51,66,29,44,13,-4.9,1017,0,NW,2.1,14,Dec,2015,1400
18,57,151,24,31,208,31.5,993.4,0,S,2.2,30,May,2014,600
0,3,6,2,8,56,2.6,1026.9,0,N,4.8,31,Oct,2017,100
14,8,8,2,16,105,27.6,1003.2,0,ESE,1.1,7,Jun,2016,300
18,23,98,8,30,68,11.2,1011.3,0,WSW,4,13,Mar,2015,500
1,132,132,9,98,2,-3.3,1021.2,0,NW,1.2,20,Dec,2016,2900
10,28,57,48,33,40,2.6,1025,0,NNE,2.9,14,Dec,2015,800
20,32,32,2,26,68,19.4,1002.7,1.4,ESE,2.7,4,Sep,2016,1200
12,12,13,5,18,72,26.5,1007.6,0,ESE,2.3,5,Sep,2014,300
15,38,38,2,46,8,17.2,1007.5,3.7,S,2.1,23,Sep,2015,800
15,51,43,3.9984,56,21,15.8,1012.3,0,E,0.9,13,Oct,2014,500
4,121,121,2,79,24,22.9,1002.2,0,ESE,1,21,Jul,2016,1400
11,31,213,19,20,63,9,1007,0,WNW,5.2,16,Feb,2016,600
12,8,50,6,9,58,18.4,1016,0,WNW,4.8,5,Nov,2015,400
17,26,57,7,28,172,30.5,996.7,0,SW,3.2,20,May,2015,300
23,25,118,2,20,78,11.7,1009.1,0,WNW,4.9,3,May,2015,200
14,25,48,3,17,11,2.4,1023.8,0,SSE,2.8,29,Dec,2017,600
10,225,253,34,69,82,27,999.8,0,NW,1.5,9,Apr,2015,1300
0,27,27,2,42,2,14.4,1012.3,0,E,0.5,5,Oct,2017,1100
18,381,381,12,183,5,15.5,1012.5,0,NE,0,8,Oct,2015,2600
11,124,143,29,64,71,18.4,1007.2,0,S,1.7,12,Apr,2015,1200
11,96,96,8,64,14,9.3,1026,0.1,ENE,2.6,5,Nov,2016,1100
0,109,124,2,124,2,23.2,1000.4,0,E,0,23,Aug,2015,1400
21,347,419,27,169,2,3,1020,0,WNW,0.5,26,Nov,2015,4700
4,43,84,4,110,,15.7,1009.2,0,E,0.9,21,May,2016,600
20,9,18,5,34,31,-0.8,1019.9,0,SW,3.4,15,Dec,2016,500
0,40,155,13,54,27,5.9,1025.4,0,SW,1.3,23,Mar,2016,700
5,270,250,49,,4,-5.8,1015.1,0,NNW,1.8,15,Feb,2015,4000
1,18,20,2,12,78,6.4,1023.7,0,NE,2.1,6,Apr,2016,200
1,541,582,44,198,15,-3.3,1016.8,0,ENE,1.2,3,Jan,2017,8800
15,97,153,5,18,225.1242,28.3,991.8,0,E,1.8,24,Jun,2014,1222.923
21,15,30,2,27,50,23.6,1001.9,0,N,0.9,28,Aug,2017,400
15,44,83,16,23,77,7.3,1016.6,0,SW,3.9,26,Feb,2017,700
3,18,68,2,37,36,8.5,1013.3,0,WNW,4.5,12,Apr,2016,300
11,22,22,3,54,87,34.7,996.3,0,SSW,1.4,14,Jul,2015,400
19,141,191,2,88,22,15.3,1014,0,E,1.1,11,Oct,2017,2200
7,123,130,8,86,4,-1.4,1008.4,0,NNW,0.9,2,Mar,2017,2100
0,18,38,7,84,2,-2.8,1026.5,0,WSW,0.8,6,Dec,2017,1100
8,12,30,2,14,50,24,999.8,1.8,SW,1.1,7,Aug,2017,700
13,21,21,6,18,134,15.8,1008.6,0,SSE,3.1,3,Apr,2016,400
18,11,11,2,19,100,30,1004.2,0,WNW,1,5,Sep,2017,200
14,201,133,63,28,214.6284,30.9,1006.9,0,SSW,3.4,6,May,2014,1222.923
22,,82,2,84,30,24,1001.9,0.9,NW,1.7,1,Aug,2016,1400
13,50,85,6,51,99,28.1,996.5,0,E,2.9,7,Sep,2017,900
20,45,45,2,41,33,16.8,1016.9,0,NW,0.6,28,Sep,2016,1100
7,138,138,2,41,79,28.5,996,0,ENE,1.6,3,Aug,2015,700
5,27,27,2,27,67,12.9,1008.3,0.3,ESE,2.5,14,May,2017,300
11,79,81,2,49,73,25,1007.7,0,ENE,2.6,19,Aug,2016,900
14,52,52,16,32,172,29.1,1007,0,W,4.3,10,Sep,2015,700
12,22,38,4,35,55,23.1,1005.1,0,SSE,1.5,26,Sep,2016,600
16,31,105,14,18,77,6,1008,0,SSE,2.4,23,Feb,2016,500
15,130,152,21,104,119,24.7,1016.3,0,SSE,1.5,4,Oct,2016,1700
14,220,210,111,74,42,2.3,1014.4,0,S,1.5,14,Feb,2015,2300
22,,,,,,-3,1017,0,WNW,0.6,22,Dec,2015,1222.923
12,32,78,4,51,31,16.1,1006.9,0,SSW,1.4,19,Oct,2016,700
9,16,16,12,22,62,8.4,1024.7,0,S,1.5,7,Apr,2016,400
9,18,32,12,30,30,16,1018.2,0,NNW,2.3,20,Oct,2014,400
23,9,12,2,19,59,19.3,994.6,0,NNW,2.3,7,Jun,2015,300
18,41,45,2,29,112,14.6,1002.9,0,S,2.2,3,Apr,2016,600
7,119,155,59,76,2,-6,1027,0,ENE,1.2,8,Jan,2016,3700
4,48,66,20,46,24,-4.2,1018.4,0,NNW,2.1,5,Mar,2016,1100
0,127,129,11,83,11.781,5.6,1009.3,0,NNW,1.4,6,Nov,2014,1600
7,250,250,2,42,25,25.8,1002.3,0,WNW,1.1,31,Jul,2015,1300
7,52,63,2,30,26,23,992.7,0,NW,0.1,25,Jul,2016,500
9,187,187,107,107,6,-1.4,1008.6,0,NW,1.5,23,Jan,2015,3200
20,81,170,33,40,48,2,1009,0,ENE,0.8,23,Feb,2016,900
19,164,202,90,136,1,-3.1,1015.9,0,WSW,0.5,22,Jan,2015,2700
23,101,177,45,95,2,-4.6,1032,0,W,0,13,Dec,2015,2200
20,12,36,2,29,19,-9.1,1024.8,0,NE,1.3,18,Jan,2017,600
19,14,34,2,20,100,26.8,987.9,0,E,2,30,Jun,2016,200
8,41,58,3,53,19,17.8,1006,0,NNW,1,20,Sep,2016,900
14,3,10,8,13,84,15.2,1017,0,SW,0.7,4,Mar,2014,400
9,81,133,5.712,40.0335,35.9856,25.1,989.2,0,S,1.7,26,Jun,2014,1222.923
11,84,122,22,61,93,27.2,1003,0,SSW,1.6,18,May,2015,800
17,51,51,7,71,44,17.8,1020.6,0,E,0.8,28,Sep,2016,1700
19,69,157,5,36,165,27.7,991.1,0,ESE,2.3,30,Apr,2017,700
12,150,141,107,87,11,2.3,1020.3,0,SE,1.2,16,Dec,2014,3200
0,20,79,2,74,30,15.2,1018.7,0,SSE,1,24,Apr,2016,300
20,43,51,9,53,15,1.3,1021.8,0,NW,0.4,5,Dec,2016,1100
14,170,170,12,33,130,25,999.3,0,SSW,1.8,24,Sep,2016,1800
16,48,60,16,55,64,4.4,1020.8,0,SSE,3.6,29,Feb,2017,700
17,79,101,39,59,73,17.1,1010.3,0,E,0,3,Oct,2014,1400
14,263,275,22,49,109.0278,19.4,1001.4,0,SE,1,28,Sep,2014,1222.923
22,,,,,,9.4,1007.5,0,NNW,1.1,8,Oct,2016,1222.923
2,246,264,86,80,3,5.2,1015.1,0,NW,1.8,4,Mar,2015,4100
22,13,35,5,22,42,-2.3,1024,0,WNW,2.5,16,Dec,2015,300
22,43,86,2,77,2,11.4,1019.6,0,ENE,0.7,24,Oct,2016,1000
0,62,113,19,71,77,2.5,1024.2,0,SSW,2.4,14,Mar,2014,1100
7,86,198,79,102,2,19.8,999.2,0,N,1.8,13,May,2014,1500
3,129,201,15,106,51,19.4,1003,0,E,1,24,May,2016,1400
20,4,39,6,11,63,-2.3,1022.6,0,NE,1.4,3,Feb,2015,400
8,57,57,2,29,30,25.5,1001.1,0,N,1,1,Aug,2017,1200
8,181,140,10.5672,41.2653,10.0674,23.7,996,0,SSE,1.8,30,Jun,2014,1222.923
11,171,242,138,130,2,7,1012,0,N,2,5,Jan,2016,5000
12,83,83,7,14,255,31.6,998.2,0,SW,2.8,20,Jun,2017,1000
1,10,10,2,41,27,6.2,1026.6,0,NE,1.4,27,Oct,2015,300
1,17,34,7,59,26,9.1,1014.9,0,NW,2,21,Mar,2015,700
19,14,26,6,31,24,13.4,1021.2,0,N,2.2,19,Oct,2014,300
1,95,158,9,46,117,22.3,1000.6,0,ENE,1.2,5,Jun,2017,1200
20,50,50,3,31,196,25.6,1000.9,0,NW,3.4,22,Jul,2016,700
17,54,129,34,30,199,25.9,1008.8,0,SW,3.1,15,May,2014,600
4,116,164,13,120,1,17.7,1007.7,0,ENE,0.8,12,Sep,2014,1100
23,25,45,17,56,4,-3.2,1018.2,0,NW,0.4,28,Nov,2014,1000
3,109,131,28,74,24,12.4,1004.4,0,ENE,0.8,2,Apr,2015,800
19,9,20,4,16,120,28.1,1004.8,0,WSW,2.9,26,May,2017,200
0,55,50,35,41,31,-8.9,1021.5,0,N,1.4,11,Feb,2015,1700
0,60,77,2,52,39,12.9,1008.7,0,NW,0.8,15,Oct,2016,900
23,12,13,2,13,44,22.5,1000.9,0,NW,0.6,26,Aug,2016,200
0,8,13,6,11,81,1,1028,0,NE,2.8,5,Feb,2016,400
6,65,96,2,56,24,23.8,1001.4,0,N,0.8,11,Aug,2016,900
20,19,54,8,39,88,26,994.8,0,W,0.7,24,Jul,2014,400
6,63,90,2,54,2,15.2,1012.4,0,WNW,0.3,17,Sep,2015,700
3,26,47,2,19,81,20.5,997,0,NNW,3.6,2,May,2017,200
21,38,82,12,87,2,4.8,1018,0,SW,0.8,13,Nov,2015,900
0,51,122,9,54,31,14.1,1008.9,0,ESE,0.6,16,Apr,2015,600
16,52,52,9,70,46,17.9,1020.2,0,W,1,28,Sep,2016,1900
12,6,13,20,15,55,5.8,1027,0,NNW,2.1,25,Dec,2015,500
11,95,95,23,29,152,31.2,1002.7,0,SE,1.6,3,Jul,2017,1200
21,63,88,11,75,2,3.3,1013.5,0,NW,1.2,15,Nov,2017,1800
4,14,15,7,20,48,-4,1021,0,NNE,1.3,27,Feb,2016,400
19,14,56,4,16,70,6,1012.8,0,NNE,4.3,23,Mar,2014,1222.923
19,63,124,3.4272,32.6427,226.1952,29.2,987,0,E,1.2,26,Jun,2014,1222.923
15,,,12,10,84,3,1030,0,N,3.3,30,Jan,2016,500
21,404,568,25,204,2,3.8,1012,0,ENE,1.2,20,Nov,2015,5700
2,129,155,4,66,44,18.8,997.4,0,E,0.1,3,Jun,2014,1399
22,148,243,13,81,2,6.5,1016.7,0,ENE,1,17,Nov,2017,3300
20,112,112,2,82,29,15.7,1004.1,0,,0.1,27,Apr,2017,1000
11,397,423,71,128,5,-1.1,1020.3,0,S,1.6,15,Jan,2016,7100
12,46,88,5,49,26,14.3,1016.3,0,SSE,1.2,12,Oct,2017,1500
4,3,15,1,45,15,11.8,1014.4,0,N,0.9,24,Sep,2014,200
1,31,31,2,38,55,18.4,1003.1,0,NW,1.2,2,Jun,2015,500
11,148,148,6,58,69,28.4,1006.3,0,ESE,1.5,4,Sep,2017,1900
13,27,106,5,16,84,24.8,1000.3,0,W,3.1,7,May,2016,400
14,13,41,4,9,87,18.2,1018.5,0,NNE,2.7,20,Mar,2015,300
20,75,103,2,22,156,30.4,990.8,0,NNE,1,25,Jul,2016,800
20,231,274,38,158,9,-2.4,1017.5,0,E,0.7,1,Jan,2017,4600
15,84,145,15,82,29,21.3,1005.4,0,E,1.4,28,Sep,2015,1900
1,309,309,32,116,8,1.2,1019,0,ESE,0.8,10,Dec,2016,6000
21,134,134,2,45,201,30.2,1001.9,0,ESE,1.9,29,Jul,2017,2200
13,30,88,15,57,14,14.3,1021.2,0,ESE,1.8,27,Oct,2015,900
6,48,73,9,23,49.266,24.7,994.6,0,N,0,19,Jun,2014,1222.923
7,85,101,64,63,4,-10,1021,0,NNW,0.9,9,Feb,2016,2700
19,143,202,37,84,65,17.8,1002.6,0,SW,2,28,Mar,2015,1900
20,12,26,2,18,123,30.1,999.6,0,N,1.7,2,Aug,2017,600
20,134,114,4,90,16,24.6,995.2,0,E,0.5,27,Jul,2014,1400
7,24,31,3,35,4,5.7,1020.8,0,N,0.6,23,Oct,2017,600
16,6,12,5,25,90,32,991.4,0,NW,1.7,1,Jul,2016,400
23,102,147,61,102,2,-1.1,1027,0,WNW,0.5,14,Dec,2015,2000
11,62,107,17,71,16,32.8,1004.2,0,WNW,1.4,23,Aug,2014,900
13,74,74,2,20,155,28.4,994.5,0,S,2,29,Jun,2017,400
23,123,165,2,34,71,12.9,1010.2,0.9,N,1.1,25,Apr,2015,400
21,23,67,2,52,64,22.6,996.4,0,ENE,0.8,16,May,2017,700
7,51,100,11,71,5,20.8,1007.6,0,NNE,1.1,2,Jun,2017,900
10,21,32,24,69,12,4.6,1023.9,0,SW,4,5,Mar,2015,1100
4,3,51,6,4,125,1.15,1019.5,0,NE,5.4,29,Jan,2018,300
0,98,159,9,54,122,23.8,999.8,0,ENE,1.3,5,Jun,2017,1100
9,28,42,43,57,1,-3.8,1026.4,0,N,1.3,10,Jan,2015,1100
15,248,248,,,,18.2,1015.2,0,NNE,1.7,11,Oct,2015,1222.923
13,9,12,4,17,70,14.4,1009.4,0,WNW,3.3,28,Feb,2018,300
5,,,,,,-4.8,1028,0,NNW,2.2,20,Dec,2015,1222.923
16,94,92,35,87,48,5.15,1014,0,SW,3.7,12,Jan,2018,1500
12,210,219,20,70,72,18.4,998.7,0,ESE,1.2,13,Apr,2017,1400
12,34,112,12,35,73,15.1,1017.1,0,SSW,2.3,18,Mar,2015,500
19,94,100,23,87,2,-0.1,1013.3,0,NNW,1.7,16,Dec,2017,2000
1,29,72,4,44,85,24.8,989.9,0,N,1.1,11,Jul,2015,500
12,123,123,4,46,171,31.6,1002.1,0,WSW,3.3,20,Aug,2015,900
10,40,25,3,56,83.1096,27.4,993.5,0,W,1.2,5,Aug,2014,1222.923
22,201,221,47,107,4.4982,6.2,1012.6,0,NW,1.2,8,Nov,2014,3800
4,45,89,8,90,,18.5,999.2,0,ENE,0.7,31,May,2016,800
1,35,60,13,36,23,-3.8,1020,0,NW,1.4,13,Dec,2015,1200
10,16,16,8,38,31,-1,1029,0,WNW,1.2,17,Jan,2016,800
18,8,12,2,13,127,31.4,997.6,0,S,1.6,1,Jul,2017,200
6,359,359,72,134,56,0.2,1014.9,0,ENE,1.1,4,Feb,2018,5400
10,6,35,7,43,55,2.2,1022,0,WNW,5.1,6,Feb,2017,600
15,107,149,24,48,133,19.3,1008,0,SE,1.4,27,Mar,2016,1000
16,15,16,3,4,104,14.9,1010.7,0,SE,4.3,18,Apr,2014,200
10,192,210,111,100,10,-0.3,1024.6,0,S,2.1,12,Feb,2015,4600
22,15,16,5,29,70,0.6,1021.8,0,N,1.8,4,Feb,2017,400
11,86,121,37,56,137,31.9,998.6,0,SSW,2.3,31,May,2015,1600
21,12,14,6,38,29,8.2,1022,0,NNE,3.4,16,Nov,2015,400
13,117,117,9,21,154,28.8,996.5,0,ESE,1.2,17,Jul,2015,1300
11,30,151,2,11,83,15.4,1008.8,0,WNW,6.2,5,Apr,2016,300
12,54,56,2,22,175,29.1,1004.2,0,WSW,1,20,Aug,2016,700
5,21,69,6,,61,17.3,998.3,0,NW,3.6,14,May,2015,200
19,43,73,9,39,110,20,1005.2,0,N,0.6,21,Apr,2015,400
7,50,50,2,23,42,22.5,998.6,0,ESE,0.7,17,Jul,2017,1100
2,97,164,26,38,79,14.9,1008.4,0,W,3,28,Mar,2016,800
4,82,117,30,86,3,1.5,1015,0,NW,0.5,19,Nov,2015,2000
3,43,44,19,44,4.284,0.2,1016.9,0,N,1.6,21,Nov,2014,900
22,7,6,7,14,51.1938,3.4,1014.9,0,SSW,0.9,16,Nov,2014,300
4,138,107,12.852,41.8812,18.207,17.9,1010.5,0,SE,1,30,Sep,2014,1222.923
14,16,78,8,8,74,9.2,1008.6,0,NE,4.2,2,Feb,2015,300
4,11,62,2,34,41,7.9,1010,0,N,0.8,5,May,2015,200
5,105,105,6,46,20,16.6,1005.5,0,SSE,0,26,Sep,2015,1000
4,19,36,3,28,26,12.7,1005.3,0.3,ENE,1,16,Apr,2017,400
8,139,156,22,86,40,24.7,1004.3,0,E,1,15,Jun,2016,2100
10,73,150,11,72,2,10.4,1023.8,0,SSE,1.2,31,Oct,2016,1500
22,13,22,6,21,69,5.7,1010.2,0,N,1.7,8,Feb,2017,400
12,10,10,3,55,38,16.9,1006.4,3.2,NNE,1.5,9,Jun,2014,300
17,,,,,,30.2,1001.9,0,NE,1.7,8,Aug,2016,1222.923
19,45,49,5,58,78,20,1009.9,0.7,WSW,1.2,4,Sep,2014,1000
15,127,158,2.856,31.2056,289.5984,31.4,985.7,0,SE,2,26,Jun,2014,1222.923
13,245,245,2,44,145,30.8,1000.1,0,SW,1.6,31,Jul,2015,1800
16,13,77,9,10,70,6,1010.7,0,NE,4,2,Feb,2015,300
7,3,49,3,21,35,19.3,1000.4,0,NW,0.4,12,Jun,2014,700
22,8,29,2,9,67,-4.2,1028.1,0,NW,4.1,14,Feb,2017,300
2,215,267,14,80,2,-0.8,1024,0,ENE,0,29,Nov,2015,2800
5,130,130,2,37,74,22.1,999.1,0,ESE,1.9,9,Jun,2017,1100
12,84,113,34,44,103,22.7,1002.5,0,ESE,2.9,2,May,2014,1200
9,208,208,10,111,2,0.5,1014.9,0,SSE,0.6,14,Dec,2016,4800
3,40,40,6,30,,23.4,1002.5,0,E,1.4,27,Aug,2014,1222.923
15,19,27,14,26,54.1926,15.3,1017.1,0,ESE,1.3,12,Nov,2014,400
4,82,82,6,43,100,25.7,1000.3,0,SSE,1.3,27,Jul,2016,700
22,11,11,2,14,64,24.5,994.6,0,WSW,0.9,23,Jul,2017,600
12,52,39,15,22,78,7.8,1015.9,0,SW,2.2,19,Apr,2014,500
16,29,90,6,34,136,24.3,1004.8,0,WNW,1,4,Jul,2016,600
22,16,112,3,10,83,13.4,1008.3,0,NW,6,17,Apr,2017,300
23,58,81,13,90,9,19.8,992.4,0,NE,0.8,11,May,2014,500
13,157,160,31,35,141,23.8,1006.1,0,SE,3.5,4,May,2014,900
19,30,62,8,33,77,3.8,1022.8,0,SW,3,4,Mar,2016,500
15,27,55,19,29,52,2,1028,0,SW,1.9,27,Feb,2016,900
12,16,30,16,16,68,0.4,1026.2,0,NW,3.2,25,Jan,2017,800
1,20,20,2,19,93,21.8,999.1,0,E,1.2,22,Aug,2015,500
17,114,146,20,87,9,-3,1022.9,0,ESE,1.7,21,Jan,2017,1900
18,10,37,2,23,141,33.5,994.7,0,E,2.3,28,Jun,2015,200
17,56,74,3,28,190,26.1,1005.6,0,ESE,1.3,29,Aug,2015,800
12,67,88,46,46,39,5.9,1001.1,0,WSW,2,23,Mar,2014,1500
19,177,192,19.4208,89.7161,3.4272,21.8,992.8,0,E,0.6,25,Jun,2014,1222.923
10,40,40,2,37,17,8.9,1009.7,0,SSW,0.5,26,Oct,2016,600
22,120,120,40,95,49,-0.9,1032,0,SW,0.7,24,Jan,2018,2400
8,89,99,5,35,24,17.3,1007.9,0,NNW,1.1,1,Oct,2014,800
18,26,44,6,31,52,12.6,1013.7,0,NW,2.8,2,Nov,2017,400
10,116,174,7,111,3,19.2,1010.6,0,SE,0.9,16,Oct,2016,1600
15,198,202,62,66,222,29.2,1004.1,0,SW,4.8,7,May,2014,1399
20,208,212,20,130,9,-3.3,1020.8,0,E,0.8,20,Dec,2016,4400
7,71,92,23,76,2,-4.4,1021.2,0,E,0.8,18,Feb,2018,2000
16,166,217,8,68,55,20.1,1004,0,ENE,1.1,26,Sep,2015,1500
15,242,257,62,125,15,2.5,1021.8,0,ESE,1.1,29,Dec,2016,3600
10,16,23,9,32,44,3.8,1020.5,0,NE,0.8,9,Feb,2017,800
13,46,84,4,25,225,33.6,995.1,0,SSE,2.6,19,Jun,2017,600
14,42,42,2,16,233,36.1,1004.8,0,SW,1.2,3,Aug,2017,600
17,16,24,2,18,186,31,1005.4,0,SSE,2.1,20,Jun,2016,200
15,19,20,25,23,63,-1.3,1022.2,0,SSW,3.1,10,Feb,2015,800
23,46,52,2,15,90,24.2,1001.9,0,N,1.1,18,Aug,2016,500
13,79,39,26,26,82,22.6,1000.5,0,ENE,1.8,28,Mar,2015,600
1,4,23,4,7,63,-5,1034.6,0,NW,3.6,22,Nov,2017,300
14,105,110,94,81,16,5.7,1017.5,0,W,2.9,11,Jan,2015,1800
22,74,80,19,45,38,13.6,1012.1,0,ENE,1.5,19,Apr,2017,1100
21,17,20,11,40,29,-5.9,1028.4,0,NW,1.1,26,Dec,2014,700
13,284,322,41,135,3,1.8,1017.1,0,SW,1.7,31,Dec,2017,3900
11,188,203,28,86,41,20.3,1014.7,0,SSW,0.9,18,Apr,2015,1400
3,71,71,2,45,2,5.5,1020.9,0,WNW,0.7,11,Nov,2016,1900
14,84,84,2,19,123,30.6,991.7,0,WSW,2.5,3,Aug,2015,800
4,57,137,24,123,,16.5,1005.8,0,NE,0.8,23,May,2014,1222.923
15,19,54,12,11,60,12.3,1008.8,0,W,0.9,1,Jan,2015,500
18,229,229,33,89,62,5.4,1006.7,0,NE,0.7,15,Feb,2018,2000
19,18,86,10,22,92,25.1,990.2,0,NE,1.2,11,May,2014,300
3,290,414,9,66,2,-2.2,1021.1,0,N,1.5,5,Jan,2018,6300
5,64,64,2,14,103,19.6,999.5,0,E,1.3,10,Jun,2017,600
19,113,125,48,73,49,6.1,1019.7,0,SSE,3.6,9,Mar,2015,1300
1,84,91,13,85,2,6.1,1011.4,0.2,E,0.7,5,Apr,2014,2200
11,26,55,2,14,79,13.4,1007.2,0.1,NNW,2.7,2,May,2017,300
18,58,73,15,19,222,30.3,1003.1,0,SW,4.1,17,May,2017,700
5,106,160,13,83,2,3.1,1026,0,NE,1.2,23,Nov,2015,2200
2,5,6,5,19,57,20.7,992.9,0,NNW,1.9,4,Aug,2016,200
20,21,85,2,17,109,22.2,995.2,9.5,SW,1.2,27,Jul,2017,600
19,105,117,2,38,134,24,999.7,0.1,ENE,0.7,4,Sep,2017,1500
9,15,19,6,19,55,2.5,1017.7,0,S,0.8,20,Mar,2014,700
3,104,104,2,16,130,20.8,995.7,9.6,S,0.3,26,Jun,2016,600
19,30,110,12,38,59,12.5,1011.9,0,NW,4.4,13,Mar,2015,500
10,43,83,41,42,31,5.5,1024,0,ENE,2.1,28,Dec,2015,1000
9,96,168,8,110,2,20.3,1008.4,0,N,1,19,Sep,2015,1100
10,29,77,32,57,16,2.4,1022,0,ESE,1.7,30,Dec,2015,1100
0,29,49,1,18,110,24.7,995.7,0,N,0.7,26,Aug,2014,500
20,64,777,7,14,76,21.2,1006.4,0,NW,5.2,28,Mar,2017,300
9,14,33,13,23,52,17.7,999.3,0,WNW,1.8,14,May,2015,200
8,22,26,41,66,14,-2,1026.4,0,NNE,1,2,Mar,2014,1100
3,10,10,3,48,2,11.5,1001.9,0,N,0.4,24,May,2017,500
8,99,110,69,81,2,-2,1011,0,NE,0.9,18,Jan,2016,2200
22,63,154,6,30,80,11.9,1012.8,0,SSE,3.8,10,Apr,2017,800
7,103,127,47,71,6,-2.2,1015.2,0,NNW,1.8,2,Mar,2015,2500
21,106,160,31,31,227,29.1,997.1,0,ESE,1,30,May,2017,1700
9,156,205,18,86,2,6,1007,0,SSW,0.7,18,Nov,2017,3800
9,85,85,8,33,87,23.4,999.9,0,S,1.1,12,Jun,2017,1200
22,87,201,15,96,26,6.7,1010.4,0,SSE,0.8,18,Mar,2016,1100
1,37,24,1.9992,11.7021,46.4814,21.5,997,0,NE,0.8,12,Jul,2014,1222.923
13,12,50,14,19,54.4068,9.3,1016.4,0,WNW,5.9,10,Nov,2014,400
6,41,41,2,24,62,4.6,1001.4,0.4,NNE,2,2,Apr,2016,900
9,49,90,18,79,2,5.3,1014.6,0,WSW,0.7,27,Feb,2018,1700
5,9,10,10,12,44.5536,3.2,1018.2,0,NNW,2.5,18,Nov,2014,300
0,101,101,6,32,69,19.8,1001.7,0,NW,0.6,11,Jun,2015,1600
19,108,121,2,72,32,25,1000.3,0,N,0,22,Aug,2014,1200
14,15,21,5,15,94,21.9,1005.4,0,NW,3.4,5,May,2015,200
22,67,100,11,86,3,1.7,1026.9,0,E,0.3,1,Nov,2017,800
8,6,6,2,14,51,-1.8,1021.9,0,N,4.9,21,Nov,2017,300
13,36,61,10,13,173,29,1005,0,WSW,3.4,27,May,2017,300
7,53,57,21,59,12,4.1,1021.8,0,NE,3.2,13,Feb,2018,1600
8,137,137,8,52,2,1,1009,0,NW,1.1,21,Feb,2016,2400
19,56,129,21,94,2,5.5,1021,0,N,1.1,24,Nov,2015,1400
8,27,29,3,31,11,9,1021.2,0,NE,1,23,Oct,2017,700
15,127,160,21,23,312,32.5,992.7,0,ESE,1.5,16,Jun,2016,1400
2,10,10,2,31,16,14.8,1001,0,NW,1.3,23,Sep,2016,600
20,18,58,13,70,23,-4.8,1031.4,0,NW,2,24,Jan,2017,1200
18,30,38,7,27,69,6.5,1018.8,0,SW,1.2,27,Feb,2017,500
3,181,207,12,106,3,-2,1013.3,0,NNW,1.6,26,Nov,2017,5300
6,236,317,108,131,2,1.8,1029,0,NNW,2.5,15,Dec,2015,5600
19,188,207,13,96,5,0.3,1023.3,0,NW,0.4,7,Dec,2016,3900
5,68,99,45,42,51,13.9,1013.1,0,E,1.3,26,Apr,2017,2200
19,13,52,4,48,,25.1,1001,0,WSW,2.7,3,Sep,2015,300
14,35,80,5,15,101,23.4,997.8,0,ESE,3.3,8,May,2016,500
16,119,119,27,56,32,3,1017,0,WSW,1.4,25,Jan,2016,1500
23,8,35,3,14,41.5548,9.1,1016.4,0,NNE,1.7,6,Nov,2014,2400
1,248,310,40,158,2,1.7,1025,0,E,1.1,26,Nov,2015,4800
